question,state,year,applies to,response,citations,cautions
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MO,2020,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MT,2020,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NE,2020,Handgun purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NE,2020,Possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NV,2020,All,Yes,Nev. Rev. Stat. § 202.360(1)(a),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NH,2020,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NJ,2020,Possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NJ,2020,Purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NM,2020,All,Yes,N.M. Stat. § 30-7-16(A),"A law enacted on April 4, 2019, prohibits firearm possession by a person convicted of battery against a household member uner N.M. Stat. § 30-3-15, N.M. Stat. § 30-3-18, or a crime that prohibits firearms possession under federal law. The law takes effect July 1, 2019."
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NY,2020,Handgun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NY,2020,Long gun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NC,2020,Handgun purchase,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NC,2020,Possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,ND,2020,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,OH,2020,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,OK,2020,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,OR,2020,All,Yes,Or. Rev. Stat. § 166.255(1)(b),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,PA,2020,All,Yes,18 Pa. Cons. Stat. § 6105(c)(9),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,RI,2020,All,Yes,R.I. Gen. Laws § 11-47-5(a)(4),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,SC,2020,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,SC,2020,initial,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,SD,2020,All,Yes,S.D. Codified Laws § 22-14-15.2,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,TN,2020,All,Yes,Tenn. Code § 39-17-1307(f)(1)(A); Tenn. Code § 40-14-109; Tenn. Code § 39-13-111(3),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,TX,2020,All,Yes,Texas Penal Code § 46.04(b); Texas Penalty Code § 22.01(b),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,UT,2020,All,Yes,Utah Code § 76-10-503(1)(b)(xi),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,VT,2020,All,Yes,"Vt. Stat. tit. 13, § 4017(a); Vt. Stat. tit. 13, § 4017(d)(3); Vt. Stat. tit. 13, § 5301(7)(C); Vt. Stat. tit. 13, § 1042; Vt. Stat. tit. 13, § 1",
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,VA,2020,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,WA,2020,All,Yes,Wash. Rev. Code § 9.41.010; Wash. Rev. Code § 9.41.040,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,DC,2020,All,Yes,"D.C. Code § 7-2502.03(a)(4)(B), (D)","A person is ineligible for a firearms registration certificate, which is required to possess a firearm, if the person has been convicted of assault or threatened assault in a menacing manner under D.C. Code § 22-404, threats to do bodily harm under D.C. Code § 22-407, or an intrafamily offense punishable as a misdemeanor."
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,WV,2020,All,Yes,W. Va. Code § 61-7-7(a)(8),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,WI,2020,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,WY,2020,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AL,2021,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AL,2021,initial,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AK,2021,Handgun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AK,2021,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AZ,2021,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AR,2021,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CA,2021,All,Yes,Cal. Penal Code § 29805(a),"A person is prohibited from possessing a firearm for a misdemeanor conviction for assault under Cal. Penal Code §§ 240 and 241, battery under Cal. Penal Code §§ 242 and 243, assault with a deadly weapon under Cal. Penal Code § 245, and infliction of corporal injury under Cal. Penal Code § 273.5."
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CO,2021,All,Yes,Colo. Rev. Stat. § 18-6-801 (8)(a)(I)(A); Colo. Rev. Stat. § 18-12-108 (6)(c),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CT,2021,Handgun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CT,2021,Handgun purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CT,2021,Long gun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CT,2021,Long gun purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,DE,2021,All,Yes,Del. Code tit. 11 § 1448(a)(7),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,FL,2021,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,GA,2021,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,HI,2021,Possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,HI,2021,Purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,ID,2021,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,IL,2021,All,Yes,430 Ill Comp Stat 65/4(a)(2)(ix); 430 Ill Comp Stat 65/8(l),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,IN,2021,All,Yes,Ind. Code § 35-47-4-6,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,IA,2021,All,Yes,Iowa Code § 724.26(2); Iowa Code § 724.15(1)(b),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,KS,2021,All,Yes,K.S.A. § 21-6301(a)(18),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,KY,2021,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,LA,2021,All,Yes,La. Rev. Stat. § 14:35.3(C)(1); La. Rev. Stat. § 14.95.10(A),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,ME,2021,All,Yes,Me. Rev. St. tit. 15 § 393(1-B),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MD,2021,Handgun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MD,2021,Handgun purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MD,2021,Long gun possession,Yes,,
